id,Geographic Area Name,Total Population,Female Total Population,Female Percentage,Male Percentage,Married percentage,50% below the poverty level,Poverty level percentage,High school graduate (includes equivalency) (18-24),Some college or associate's degree (18-24),Bachelor's degree or higher (18-24),High school graduate (includes equivalency) (>25),Some college or Associate's degree (>25),Bachelor's degree (>25),Graduate or professional degree (>25),High school graduate or higher (>25),Bachelor's degree or higher (>25),Total High school degree,Total Some college or associate's degree,Total Bachelor's degree,High school degree percentage,Some college or associate's degree percentage,Bachelor's degree percentage,Hispanic or Latino,Not Hispanic nor Latino,Hispanic or Latino population percentage,Not Hispanic nor Lation population percentage,White, Black or African American,American Indian and Alaska Native alone,Asian,Native Hawaiian and Other Pacific Islander alone, Some Other Race alone,
0500000US37109,"Lincoln County, North Carolina",84580,42747,50.54%,49.46%,55.2,3758,4.44%,2276,1958,556,18709,6759,9635,4401,54055,14036,20985,8717,10191,24.81%,10.31%,12%,6412,80398,7.58%,92.42%,71661,4405,237,692,15,208,
0500000US37111,"McDowell County, North Carolina",45402,22461,49.47%,50.53%,54.5,2345,5.16%,1188,1255,239,10580,4225,4315,1794,28093,6109,11768,5480,4554,25.92%,12.07%,10%,2947,41631,6.49%,93.51%,37788,1707,136,388,0,129,
0500000US37113,"Macon County, North Carolina",35172,18249,51.89%,48.12%,56.1,2340,6.65%,718,1011,142,8619,2459,4182,2167,23667,6349,9337,3470,4324,26.55%,9.87%,12%,3498,33516,9.95%,90.05%,31535,252,167,250,6,103,
0500000US37115,"Madison County, North Carolina",21608,10989,50.86%,49.14%,51.6,1207,5.59%,710,1024,157,5012,1139,2936,1758,13848,4694,5722,2163,3093,26.48%,10.01%,14%,748,20445,3.46%,96.54%,19233,197,56,84,1,73,
0500000US37117,"Martin County, North Carolina",22644,12105,53.46%,46.54%,44.9,2211,9.76%,603,469,105,5726,1918,1556,926,13668,2482,6329,2387,1661,27.95%,10.54%,7%,895,21136,3.95%,96.05%,11528,8868,69,98,1,64,
0500000US37119,"Mecklenburg County, North Carolina",1095170,568717,51.93%,48.07%,45,51528,4.71%,24937,44385,16837,122643,62112,223029,115561,668653,338590,147580,106497,239866,13.48%,9.72%,22%,169922,945560,15.52%,84.48%,498683,324832,2730,71583,531,6889,
0500000US37121,"Mitchell County, North Carolina",14959,7506,50.18%,49.82%,54.3,694,4.64%,262,629,65,3381,1075,1633,831,9628,2464,3643,1704,1698,24.35%,11.39%,11%,701,14202,4.69%,95.31%,13514,50,30,52,1,30,
0500000US37123,"Montgomery County, North Carolina",27223,13709,50.36%,49.64%,50.6,1840,6.76%,842,771,185,6626,1877,2135,973,15562,3108,7468,2648,2320,27.43%,9.73%,9%,3924,21827,14.41%,85.59%,16504,4192,76,391,2,47,
0500000US37125,"Moore County, North Carolina",99263,51477,51.86%,48.14%,55.5,3965,3.99%,1979,2737,509,15630,7962,17332,10539,66488,27871,17609,10699,17841,17.74%,10.78%,18%,7365,92362,7.42%,92.58%,75391,10545,688,1237,59,351,
0500000US37127,"Nash County, North Carolina",94287,49169,52.15%,47.85%,45.6,5388,5.71%,2915,3360,653,22188,7623,9570,4272,56458,13842,25103,10983,10223,26.62%,11.65%,11%,7322,87648,7.77%,92.23%,46317,36679,615,904,28,407,
0500000US37129,"New Hanover County, North Carolina",231448,121230,52.38%,47.62%,45.5,17254,7.45%,7841,15463,3605,31683,15993,44210,23020,148417,67230,39524,31456,47815,17.08%,13.59%,21%,17300,208402,7.47%,92.53%,167150,26974,678,3468,148,992,
0500000US37131,"Northampton County, North Carolina",19672,10076,51.22%,48.78%,43.3,1535,7.80%,538,423,0,5787,1373,1538,725,12139,2263,6325,1796,1538,32.15%,9.13%,8%,353,17118,1.79%,98.21%,6835,9649,43,27,4,76,
0500000US37133,"Onslow County, North Carolina",198377,88326,44.52%,55.48%,50.7,9698,4.89%,23258,17177,1269,31216,11619,17433,7683,98350,25116,54474,28796,18702,27.46%,14.52%,9%,27641,176935,13.93%,86.07%,129499,26939,1019,4508,777,1148,
0500000US37135,"Orange County, North Carolina",146354,76685,52.40%,47.60%,46.1,10533,7.20%,5394,15487,4355,11449,6112,23792,31753,84901,55545,16843,21599,28147,11.51%,14.76%,19%,15812,132884,10.80%,89.20%,96537,15571,334,12615,43,798,
0500000US37137,"Pamlico County, North Carolina",12673,6235,49.20%,50.80%,53.4,741,5.85%,371,276,36,2973,1053,1185,967,8861,2152,3344,1329,1221,26.39%,10.49%,10%,496,11780,3.91%,96.09%,9104,2055,58,50,5,51,
0500000US37139,"Pasquotank County, North Carolina",39775,20341,51.14%,48.86%,49.8,1516,3.81%,927,2281,203,8528,2531,3947,2395,24069,6342,9455,4812,4150,23.77%,12.10%,10%,2237,38331,5.62%,94.38%,21577,14316,150,458,28,178,
0500000US37141,"Pender County, North Carolina",61891,30885,49.90%,50.10%,51,3923,6.34%,1827,1616,162,11979,4314,8390,4226,38654,12616,13806,5930,8552,22.31%,9.58%,14%,4982,55221,8.05%,91.95%,44418,7544,195,319,23,243,
0500000US37143,"Perquimans County, North Carolina",13513,6992,51.74%,48.26%,57.9,898,6.65%,236,359,15,3138,821,1169,823,8818,1992,3374,1180,1184,24.97%,8.73%,9%,309,12696,2.29%,97.71%,9333,2686,35,36,7,41,
0500000US37145,"Person County, North Carolina",39561,20515,51.86%,48.14%,48.7,2111,5.34%,888,1312,152,10170,3432,3121,1323,24942,4444,11058,4744,3273,27.95%,11.99%,8%,2195,36902,5.55%,94.45%,25132,9879,240,124,8,121,
0500000US37147,"Pitt County, North Carolina",179961,95315,52.96%,47.04%,39.6,19811,11.01%,7049,18985,3714,26630,13166,22413,12936,98023,35349,33679,32151,26127,18.71%,17.87%,15%,12968,157275,7.21%,92.79%,86837,59813,494,3056,94,752,
0500000US37149,"Polk County, North Carolina",20682,10949,52.94%,47.06%,56,880,4.25%,390,414,107,4176,1698,3297,1968,14752,5265,4566,2112,3404,22.08%,10.21%,16%,1026,18302,4.96%,95.04%,16716,689,51,60,7,41,
0500000US37151,"Randolph County, North Carolina",143460,72630,50.63%,49.37%,52.2,9688,6.75%,3942,4537,526,34295,10009,11498,4573,82710,16071,38237,14546,12024,26.65%,10.14%,8%,19051,125120,13.28%,86.72%,108354,8592,666,2158,10,412,
0500000US37153,"Richmond County, North Carolina",44759,22868,51.09%,48.91%,42.5,4300,9.61%,1805,1082,175,9300,3498,3519,1924,25346,5443,11105,4580,3694,24.81%,10.23%,8%,3072,39874,6.86%,93.14%,23610,12770,994,360,7,167,
0500000US37155,"Robeson County, North Carolina",131656,68172,51.78%,48.22%,38.7,15497,11.77%,4965,5749,426,28299,8649,7949,4021,66204,11970,33264,14398,8375,25.27%,10.94%,6%,11757,104773,8.93%,91.07%,29159,26218,43536,897,63,411,
0500000US37157,"Rockingham County, North Carolina",91051,47333,51.99%,48.02%,51.9,6718,7.38%,2374,2785,227,22281,6738,6666,3353,54785,10019,24655,9523,6893,27.08%,10.46%,8%,6086,85010,6.68%,93.32%,64218,16611,282,493,29,287,
0500000US37159,"Rowan County, North Carolina",140978,71305,50.58%,49.42%,49.2,8383,5.95%,4546,5178,810,31767,9893,13975,5359,83739,19334,36313,15071,14785,25.76%,10.69%,10%,15940,130935,11.31%,88.69%,100135,22730,444,1505,71,535,
0500000US37161,"Rutherford County, North Carolina",66741,34400,51.54%,48.46%,48.1,4598,6.89%,1974,1620,470,15380,5528,6250,2997,40880,9247,17354,7148,6720,26.00%,10.71%,10%,3286,61158,4.92%,95.08%,52026,5836,152,343,23,210,
0500000US37163,"Sampson County, North Carolina",63284,32156,50.81%,49.19%,46.2,4561,7.21%,1734,2299,350,14874,4349,4318,1814,34400,6132,16608,6648,4668,26.24%,10.51%,7%,12249,46787,19.36%,80.64%,29729,13944,1002,216,18,156,
0500000US37165,"Scotland County, North Carolina",34921,17649,50.54%,49.46%,36.9,4544,13.01%,1121,1397,211,7943,2250,2405,1260,19127,3665,9064,3647,2616,25.96%,10.44%,7%,1106,33068,3.17%,96.83%,14247,13094,3705,339,15,112,
0500000US37167,"Stanly County, North Carolina",62050,31036,50.02%,49.98%,52.5,3872,6.24%,1796,2019,325,13944,5579,5526,2153,37663,7679,15740,7598,5851,25.37%,12.24%,9%,3086,59418,4.97%,95.03%,48645,7000,210,1140,9,131,
0500000US37169,"Stokes County, North Carolina",45688,23542,51.53%,48.47%,54.6,2550,5.58%,1502,1222,113,13685,3222,3093,1410,28684,4503,15187,4444,3206,33.24%,9.73%,7%,1456,43064,3.19%,96.81%,39609,1619,140,158,11,77,
0500000US37171,"Surry County, North Carolina",71904,37052,51.53%,48.47%,54,4800,6.68%,1947,2460,457,14843,5623,6234,2869,40696,9103,16790,8083,6691,23.35%,11.24%,9%,8496,62863,11.82%,88.18%,57771,2413,130,370,11,148,
0500000US37173,"Swain County, North Carolina",14241,7363,51.70%,48.30%,49.5,1135,7.97%,579,454,29,2927,1051,1225,793,8149,2018,3506,1505,1254,24.62%,10.57%,9%,592,13525,4.16%,95.84%,8541,102,4030,53,10,44,
0500000US37175,"Transylvania County, North Carolina",34039,17766,52.19%,47.81%,54.2,2135,6.27%,868,1313,87,6417,2419,5481,3330,23695,8811,7285,3732,5568,21.40%,10.96%,16%,1698,31288,4.99%,95.01%,28542,1027,102,173,22,115,
0500000US37177,"Tyrrell County, North Carolina",3978,1707,42.91%,57.09%,50.3,240,6.03%,150,137,97,1141,192,240,82,2336,322,1291,329,337,32.45%,8.27%,8%,272,2973,6.84%,93.16%,1879,934,5,43,0,13,
0500000US37179,"Union County, North Carolina",235767,119655,50.75%,49.25%,58.3,7617,3.23%,7341,8494,1966,35678,13507,37178,17219,135354,54397,43019,22001,39144,18.25%,9.33%,17%,30110,208157,12.77%,87.23%,161113,26500,641,9516,90,1199,
0500000US37181,"Vance County, North Carolina",44614,23831,53.42%,46.58%,39.3,4377,9.81%,1712,1149,160,10511,2685,3499,1789,25068,5288,12223,3834,3659,27.40%,8.59%,8%,3717,38861,8.33%,91.67%,16243,21081,91,284,9,110,
0500000US37183,"Wake County, North Carolina",1091662,560624,51.36%,48.65%,51.3,41185,3.77%,26398,41818,21772,107876,59034,244831,150169,683635,395000,134274,100852,266603,12.30%,9.24%,24%,128241,1001169,11.75%,88.25%,645020,204535,2760,96665,453,6210,
0500000US37185,"Warren County, North Carolina",19746,10097,51.13%,48.87%,39.9,1747,8.85%,581,703,64,5559,1275,1427,797,12156,2224,6140,1978,1491,31.09%,10.02%,8%,739,17903,3.74%,96.26%,7209,9049,953,62,4,65,
0500000US37187,"Washington County, North Carolina",11788,6188,52.49%,47.51%,37.1,1403,11.90%,528,358,10,2945,774,884,174,6922,1058,3473,1132,894,29.46%,9.60%,8%,371,10632,3.15%,96.85%,4958,5350,15,37,3,36,
0500000US37189,"Watauga County, North Carolina",55669,27905,50.13%,49.87%,39.6,7682,13.80%,1978,11958,1600,6857,2796,7628,6337,29617,13965,8835,14754,9228,15.87%,26.50%,17%,3521,50565,6.32%,93.68%,44986,2101,82,938,11,438,
0500000US37191,"Wayne County, North Carolina",123785,63185,51.04%,48.96%,46.2,9591,7.75%,3885,6063,507,24991,10271,11249,5081,70480,16330,28876,16334,11756,23.33%,13.20%,9%,14927,102406,12.06%,87.94%,60199,35329,335,1542,71,454,
0500000US37193,"Wilkes County, North Carolina",68341,34656,50.71%,49.29%,54.9,4296,6.29%,1455,2679,229,15554,5528,5480,2408,40161,7888,17009,8207,5709,24.89%,12.01%,8%,4654,61315,6.81%,93.19%,56316,2580,86,324,5,131,
0500000US37195,"Wilson County, North Carolina",81579,43115,52.85%,47.15%,45,6466,7.93%,2508,2303,620,18080,5065,7438,3716,45342,11154,20588,7368,8058,25.24%,9.03%,10%,9024,69760,11.06%,88.94%,36106,29842,239,900,10,257,
0500000US37197,"Yadkin County, North Carolina",37589,18962,50.45%,49.55%,55.8,2546,6.77%,1100,1119,219,9441,3211,2741,734,22809,3475,10541,4330,2960,28.04%,11.52%,8%,4382,32832,11.66%,88.34%,30357,1071,63,142,0,87,
0500000US37199,"Yancey County, North Carolina",17870,9050,50.64%,49.36%,59.3,1217,6.81%,421,636,42,4668,1229,1596,1110,11548,2706,5089,1865,1638,28.48%,10.44%,9%,1016,17454,5.69%,94.31%,16625,104,57,40,1,40,
0500000US38001,"Adams County, North Dakota",2271,1104,48.61%,51.39%,59.8,121,5.33%,28,55,9,586,169,220,160,1501,380,614,224,229,27.04%,9.86%,10%,36,2164,1.59%,98.41%,2028,12,14,39,1,0,
0500000US38003,"Barnes County, North Dakota",10592,5396,50.94%,49.06%,55.5,503,4.75%,233,588,65,2238,972,1688,598,7077,2286,2471,1560,1753,23.33%,14.73%,17%,185,10668,1.75%,98.25%,9964,177,92,69,2,24,
0500000US38005,"Benson County, North Dakota",6860,3389,49.40%,50.60%,40.1,1446,21.08%,212,220,10,1182,654,522,161,3427,683,1394,874,532,20.32%,12.74%,8%,89,5875,1.30%,98.70%,2532,2,3190,7,0,1,
0500000US38007,"Billings County, North Dakota",886,413,46.61%,53.39%,66.2,59,6.66%,44,5,0,243,92,126,41,587,167,287,97,126,32.39%,10.95%,14%,22,923,2.48%,97.52%,902,4,3,6,0,0,
0500000US38009,"Bottineau County, North Dakota",6418,3080,47.99%,52.01%,61.4,189,2.94%,147,288,103,1265,658,911,208,4195,1119,1412,946,1014,22.00%,14.74%,16%,141,6238,2.20%,97.80%,5688,31,197,42,1,13,
0500000US38011,"Bowman County, North Dakota",3091,1560,50.47%,49.53%,55.9,146,4.72%,92,76,5,757,304,304,106,1887,410,849,380,309,27.47%,12.29%,10%,129,2864,4.17%,95.83%,2760,0,34,17,3,0,
0500000US38013,"Burke County, North Dakota",2142,1013,47.29%,52.71%,65,30,1.40%,24,20,0,427,225,284,47,1433,331,451,245,284,21.06%,11.44%,13%,59,2142,2.75%,97.25%,2049,12,21,12,0,5,
0500000US38015,"Burleigh County, North Dakota",95509,47814,50.06%,49.94%,53.1,3905,4.09%,2962,4070,1096,14457,10196,16896,6649,60872,23545,17419,14266,17992,18.24%,14.94%,19%,3084,95374,3.23%,96.77%,84349,2227,4053,1043,316,210,
0500000US38017,"Cass County, North Dakota",179937,89119,49.53%,50.47%,50.4,7561,4.20%,5881,13573,4681,21631,16370,32106,14434,108535,46540,27512,29943,36787,15.29%,16.64%,20%,6182,178343,3.44%,96.56%,149442,12761,2367,6034,79,459,
0500000US38019,"Cavalier County, North Dakota",3769,1801,47.79%,52.22%,60.5,95,2.52%,154,71,58,722,372,498,117,2521,615,876,443,556,23.24%,11.75%,15%,45,3659,1.19%,98.81%,3485,2,28,16,0,15,
0500000US38021,"Dickey County, North Dakota",4857,2421,49.85%,50.15%,59.9,108,2.22%,141,216,41,877,576,683,224,3031,907,1018,792,724,20.96%,16.31%,15%,199,4800,4.10%,95.90%,4572,19,26,27,0,17,
0500000US38023,"Divide County, North Dakota",2289,1154,50.42%,49.59%,55.1,97,4.24%,65,17,0,500,294,229,40,1534,269,565,311,229,24.68%,13.59%,10%,53,2142,2.32%,97.68%,2024,23,17,11,4,3,
0500000US38025,"Dunn County, North Dakota",4362,2006,45.99%,54.01%,57.3,140,3.21%,115,97,0,1008,394,486,101,2729,587,1123,491,486,25.75%,11.26%,11%,107,3988,2.45%,97.55%,3241,23,455,32,0,10,
0500000US38027,"Eddy County, North Dakota",2262,1121,49.56%,50.44%,55.4,115,5.08%,104,4,23,499,217,271,92,1470,363,603,221,294,26.66%,9.77%,13%,77,2270,3.40%,96.60%,2102,5,60,0,0,0,
0500000US38029,"Emmons County, North Dakota",3262,1635,50.12%,49.88%,62.4,102,3.13%,17,69,75,844,267,360,110,2139,470,861,336,435,26.39%,10.30%,13%,35,3266,1.07%,98.93%,3162,0,13,12,0,8,
0500000US38031,"Foster County, North Dakota",3231,1632,50.51%,49.49%,62.5,72,2.23%,59,74,71,583,440,462,118,2110,580,642,514,533,19.87%,15.91%,16%,66,3331,2.04%,97.96%,3199,7,18,13,0,6,
0500000US38033,"Golden Valley County, North Dakota",1796,933,51.95%,48.05%,56.8,47,2.62%,37,34,2,369,186,241,79,1242,320,406,220,243,22.61%,12.25%,14%,48,1688,2.67%,97.33%,1600,5,12,1,1,4,
0500000US38035,"Grand Forks County, North Dakota",70243,33771,48.08%,51.92%,43.8,4914,7.00%,2930,8556,1897,9138,6002,10077,5033,39810,15110,12068,14558,11974,17.18%,20.73%,17%,3657,69513,5.21%,94.79%,58755,3009,1637,2479,52,169,
0500000US38037,"Grant County, North Dakota",2318,1146,49.44%,50.56%,62.8,83,3.58%,20,40,32,616,244,243,78,1557,321,636,284,275,27.44%,12.25%,12%,26,2275,1.12%,98.88%,2169,10,32,11,0,0,
0500000US38039,"Griggs County, North Dakota",2314,1162,50.22%,49.78%,57.1,40,1.73%,28,44,51,468,183,380,91,1558,471,496,227,431,21.43%,9.81%,19%,24,2282,1.04%,98.96%,2200,8,12,7,0,4,
0500000US38041,"Hettinger County, North Dakota",2510,1368,54.50%,45.50%,56.1,58,2.31%,13,85,8,619,209,229,69,1654,298,632,294,237,25.18%,11.71%,9%,34,2455,1.35%,98.65%,2319,5,42,5,7,8,
0500000US38043,"Kidder County, North Dakota",2468,1118,45.30%,54.70%,60.3,59,2.39%,95,68,4,635,198,249,50,1557,299,730,266,253,29.58%,10.78%,10%,52,2342,2.11%,97.89%,2271,3,11,1,5,0,
0500000US38045,"LaMoure County, North Dakota",4225,2058,48.71%,51.29%,65.7,245,5.80%,79,60,68,840,299,548,202,2597,750,919,359,616,21.75%,8.50%,15%,88,4005,2.08%,97.92%,3897,6,20,7,4,10,
0500000US38047,"Logan County, North Dakota",1743,836,47.96%,52.04%,64.8,44,2.52%,20,63,22,406,200,230,52,1136,282,426,263,252,24.44%,15.09%,14%,35,1841,2.01%,97.99%,1773,2,11,0,0,1,
0500000US38049,"McHenry County, North Dakota",5825,2839,48.74%,51.26%,62.4,184,3.16%,158,107,26,1282,654,687,152,3714,839,1440,761,713,24.72%,13.06%,12%,98,5247,1.68%,98.32%,5024,11,27,12,6,0,
0500000US38051,"McIntosh County, North Dakota",2535,1263,49.82%,50.18%,58.6,94,3.71%,18,38,58,652,314,196,98,1652,294,670,352,254,26.43%,13.89%,10%,53,2477,2.09%,97.91%,2375,7,5,23,0,8,
0500000US38053,"McKenzie County, North Dakota",13836,6259,45.24%,54.76%,45,637,4.60%,392,362,208,2601,850,1744,486,7590,2230,2993,1212,1952,21.63%,8.76%,14%,1532,13172,11.07%,88.93%,10268,214,1823,171,5,67,
0500000US38055,"McLean County, North Dakota",9531,4603,48.30%,51.71%,63.9,292,3.06%,179,227,58,2318,1134,1177,284,6372,1461,2497,1361,1235,26.20%,14.28%,13%,148,9623,1.55%,98.45%,8372,32,766,48,7,17,
0500000US38057,"Mercer County, North Dakota",8359,4107,49.13%,50.87%,65.1,512,6.13%,84,233,115,1571,1193,967,280,5394,1247,1655,1426,1082,19.80%,17.06%,13%,218,8132,2.61%,97.39%,7571,42,193,43,1,18,
0500000US38059,"Morton County, North Dakota",31118,15253,49.02%,50.98%,60.9,1096,3.52%,659,1003,421,6075,2858,4511,1430,20048,5941,6734,3861,4932,21.64%,12.41%,16%,1312,31979,4.22%,95.78%,28796,462,1238,171,39,74,
0500000US38061,"Mountrail County, North Dakota",10348,4792,46.31%,53.69%,52,497,4.80%,311,383,29,2184,859,1029,381,5910,1410,2495,1242,1058,24.11%,12.00%,10%,768,9041,7.42%,92.58%,5539,113,2737,105,3,34,
0500000US38063,"Nelson County, North Dakota",2864,1408,49.16%,50.84%,58.2,167,5.83%,49,80,19,648,323,477,99,2040,576,697,403,496,24.34%,14.07%,17%,69,2946,2.41%,97.59%,2844,6,16,9,1,5,
0500000US38065,"Oliver County, North Dakota",1962,939,47.86%,52.14%,74.1,96,4.89%,29,48,0,391,167,225,44,1266,269,420,215,225,21.41%,10.96%,11%,28,1849,1.43%,98.57%,1755,3,23,5,3,1,
0500000US38067,"Pembina County, North Dakota",6850,3306,48.26%,51.74%,60,176,2.57%,85,139,95,1536,742,833,254,4519,1087,1621,881,928,23.66%,12.86%,14%,243,6601,3.55%,96.45%,6096,27,133,27,0,22,
0500000US38069,"Pierce County, North Dakota",4061,2086,51.37%,48.63%,58.2,228,5.61%,21,104,87,939,335,502,315,2767,817,960,439,589,23.64%,10.81%,15%,72,3918,1.77%,98.23%,3611,36,146,17,5,10,
0500000US38071,"Ramsey County, North Dakota",11521,5708,49.54%,50.46%,51.2,815,7.07%,267,456,128,2089,1564,1528,532,7169,2060,2356,2020,1656,20.45%,17.53%,14%,274,11331,2.38%,97.62%,9354,73,1227,72,10,8,
0500000US38073,"Ransom County, North Dakota",5258,2525,48.02%,51.98%,60.2,287,5.46%,162,176,56,1349,507,628,139,3408,767,1511,683,684,28.74%,12.99%,13%,129,5574,2.45%,97.55%,5363,36,18,24,0,10,
0500000US38075,"Renville County, North Dakota",2387,1175,49.23%,50.78%,60.1,52,2.18%,81,24,54,549,202,296,69,1515,365,630,226,350,26.39%,9.47%,15%,37,2245,1.55%,98.45%,2146,5,14,0,0,2,
0500000US38077,"Richland County, North Dakota",16245,7846,48.30%,51.70%,50.9,919,5.66%,444,1507,99,2709,2181,1844,491,9678,2335,3153,3688,1943,19.41%,22.70%,12%,574,15955,3.53%,96.47%,14703,155,433,123,19,23,
0500000US38079,"Rolette County, North Dakota",14437,7313,50.66%,49.35%,37.7,2287,15.84%,363,461,134,2062,1435,1188,390,7379,1578,2425,1896,1322,16.80%,13.13%,9%,137,12050,0.95%,99.05%,2298,13,9210,23,8,8,
0500000US38081,"Sargent County, North Dakota",3899,1819,46.65%,53.35%,64.1,79,2.03%,137,83,40,1037,440,431,102,2696,533,1174,523,471,30.11%,13.41%,12%,91,3771,2.33%,97.67%,3570,48,8,13,0,0,
0500000US38083,"Sheridan County, North Dakota",1289,640,49.65%,50.35%,51.4,12,0.93%,32,23,0,394,93,142,10,861,152,426,116,142,33.05%,9.00%,11%,10,1255,0.78%,99.22%,1191,2,11,6,0,4,
0500000US38085,"Sioux County, North Dakota",4339,2154,49.64%,50.36%,28.9,892,20.56%,129,208,17,792,313,235,104,2007,339,921,521,252,21.23%,12.01%,6%,63,3835,1.45%,98.55%,401,3,3281,2,0,0,
0500000US38087,"Slope County, North Dakota",788,387,49.11%,50.89%,71.4,5,0.63%,17,9,8,168,121,121,29,528,150,185,130,129,23.48%,16.50%,16%,8,698,1.02%,98.98%,679,0,2,0,0,0,
0500000US38089,"Stark County, North Dakota",31164,15053,48.30%,51.70%,56.1,1892,6.07%,1079,1026,322,6604,2376,3607,1346,18645,4953,7683,3402,3929,24.65%,10.92%,13%,2274,31372,7.30%,92.70%,28307,1033,392,344,51,88,
0500000US38091,"Steele County, North Dakota",1817,877,48.27%,51.73%,63.6,148,8.15%,21,55,42,320,213,326,39,1251,365,341,268,368,18.77%,14.75%,20%,36,1762,1.98%,98.02%,1721,3,7,0,0,0,
0500000US38093,"Stutsman County, North Dakota",20879,10256,49.12%,50.88%,48.1,1219,5.84%,643,1164,258,5081,1237,2646,832,13192,3478,5724,2401,2904,27.42%,11.50%,14%,593,21000,2.84%,97.16%,19504,444,296,137,4,24,
0500000US38095,"Towner County, North Dakota",2191,958,43.72%,56.28%,56.1,56,2.56%,79,42,5,473,299,187,42,1412,229,552,341,192,25.19%,15.56%,9%,34,2128,1.55%,98.45%,1984,2,71,10,1,4,
0500000US38097,"Traill County, North Dakota",7999,3948,49.36%,50.64%,58.9,192,2.40%,231,400,48,1434,830,1168,484,5129,1652,1665,1230,1216,20.82%,15.38%,15%,297,7700,3.71%,96.29%,7311,48,60,18,4,10,
0500000US38099,"Walsh County, North Dakota",10642,5181,48.68%,51.32%,57.2,457,4.29%,306,201,88,2530,1013,961,349,6524,1310,2836,1214,1049,26.65%,11.41%,10%,1316,9247,12.37%,87.63%,8676,69,136,45,0,31,
0500000US38101,"Ward County, North Dakota",68962,32798,47.56%,52.44%,51.9,2861,4.15%,3403,3957,1001,13462,5176,8877,3749,41092,12626,16865,9133,9878,24.46%,13.24%,14%,4590,65329,6.66%,93.34%,55673,2853,1570,1087,129,250,
0500000US38103,"Wells County, North Dakota",3889,2039,52.43%,47.57%,59.3,108,2.78%,39,88,66,955,269,583,62,2619,645,994,357,649,25.56%,9.18%,17%,38,3944,0.98%,99.02%,3784,18,17,12,0,4,
0500000US38105,"Williams County, North Dakota",36044,16528,45.86%,54.15%,51.8,964,2.67%,1060,1226,181,6722,2827,4603,1239,20681,5842,7782,4053,4784,21.59%,11.24%,13%,3897,37053,10.81%,89.19%,30761,2041,1125,612,98,164,
0500000US39001,"Adams County, Ohio",27685,13889,50.17%,49.83%,49.8,1869,6.75%,1001,531,295,8305,1413,1604,1340,15655,2944,9306,1944,1899,33.61%,7.02%,7%,217,27260,0.78%,99.22%,26185,84,74,39,1,33,
0500000US39003,"Allen County, Ohio",102808,50858,49.47%,50.53%,44.7,5846,5.69%,3795,4392,405,27119,8047,7971,4931,62643,12902,30914,12439,8376,30.07%,12.10%,8%,3272,98934,3.18%,96.82%,79691,12475,233,835,42,541,
